"02170","Matanuska-Susitna","AK"
"02180","Nome","AK"
"02185","North Slope","AK"
"02188","Northwest Arctic","AK"
"02201","Prince of Wales-Outer Ketchikan","AK"
"02220","Sitka","AK"
"02232","Skagway-Hoonah-Angoon","AK"
"02240","Southeast Fairbanks","AK"
"02261","Valdez-Cordova","AK"
"02270","Wade Hampton","AK"
"02280","Wrangell-Petersburg","AK"
"02282","Yakutat","AK"
"02290","Yukon-Koyukuk","AK"
"04001","Apache","AZ"
"04003","Cochise","AZ"
"04005","Coconino","AZ"
"04007","Gila","AZ"
"04009","Graham","AZ"
"04011","Greenlee","AZ"
"04012","La Paz","AZ"
"04013","Maricopa","AZ"
"04015","Mohave","AZ"
"04017","Navajo","AZ"
"04019","Pima","AZ"
"04021","Pinal","AZ"
"04023","Santa Cruz","AZ"
"04025","Yavapai","AZ"
"04027","Yuma","AZ"
